task_id,status,suggestion
DS0228,Failed: Logic Error (Assertion failed),[]
DS0229,Failed: Logic Error (Assertion failed),[]
DS0230,Failed: Logic Error (Assertion failed),[]
DS0231,Failed: Logic Error (Assertion failed),[]
DS0232,Failed: Logic Error (Assertion failed),[]
DS0233,Failed: Logic Error (Assertion failed),[]
DS0234,Failed: Logic Error (Assertion failed),[]
DS0235,Failed: Logic Error (Assertion failed),[]
DS0236,Failed: Logic Error (Assertion failed),[]
DS0237,Failed: Logic Error (Assertion failed),[]
DS0238,Failed: KeyError: 'date',[]
DS0239,Failed: Logic Error (Assertion failed),[]
DS0240,Failed: Logic Error (Assertion failed),[]
DS0241,Failed: Logic Error (Assertion failed),[]
DS0242,Failed: Logic Error (Assertion failed),[]
DS0243,Failed: KeyError: 'time',[]
DS0244,Failed: KeyError: 'time',[]
DS0245,Failed: KeyError: 'time',[]
DS0246,Failed: NameError: name 'df' is not defined,"[{""api"": ""ZeroInflatedPoisson.pdf"", ""type"": ""method"", ""belongs_to"": ""ZeroInflatedPoisson"", ""required_params"": [""self"", ""X""], ""optional_params"": [], ""description"": ""The probability density (mass) function of the model.""}, {""api"": ""ZeroInflatedPoisson.cdf"", ""type"": ""method"", ""belongs_to"": ""ZeroInflatedPoisson"", ""required_params"": [""self"", ""X""], ""optional_params"": [], ""description"": ""The cumulative distribution function of the model.""}]"
DS0247,Failed: NameError: name 'df' is not defined,"[{""api"": ""ZeroInflatedPoisson.pdf"", ""type"": ""method"", ""belongs_to"": ""ZeroInflatedPoisson"", ""required_params"": [""self"", ""X""], ""optional_params"": [], ""description"": ""The probability density (mass) function of the model.""}, {""api"": ""ZeroInflatedPoisson.cdf"", ""type"": ""method"", ""belongs_to"": ""ZeroInflatedPoisson"", ""required_params"": [""self"", ""X""], ""optional_params"": [], ""description"": ""The cumulative distribution function of the model.""}]"
DS0248,Failed: Logic Error (Assertion failed),[]
DS0249,Failed: ValueError: Item wrong length 5 instead of 3.,[]
DS0250,Failed: AttributeError: 'Index' object has no attribute 'columns',[]
DS0251,Failed: Logic Error (Assertion failed),[]
DS0252,"Failed: ValueError: 1 columns passed, passed data had 3 columns",[]
DS0253,Failed: Logic Error (Assertion failed),[]
DS0254,Failed: KeyError: 'User IDs',[]
DS0255,Failed: KeyError: 'User IDs',[]
DS0256,Failed: KeyError: 'User IDs',[]
DS0257,"Failed: TypeError: Only valid with DatetimeIndex, TimedeltaIndex or PeriodIndex, but got an instance of 'RangeIndex'",[]
DS0258,"Failed: TypeError: Only valid with DatetimeIndex, TimedeltaIndex or PeriodIndex, but got an instance of 'RangeIndex'",[]
DS0259,Failed: Logic Error (Assertion failed),[]
DS0260,Failed: Logic Error (Assertion failed),[]
DS0261,Passed,[]
DS0262,Failed: IndexingError: Unalignable boolean Series provided as indexer (index of the boolean Series and of the indexed object do not match).,[]
DS0263,Failed: IndexingError: Unalignable boolean Series provided as indexer (index of the boolean Series and of the indexed object do not match).,[]
DS0264,Failed: Logic Error (Assertion failed),[]
DS0265,Failed: TypeError: Series.eq() got an unexpected keyword argument 'na_equal',"[{""api"": ""Series.eq"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self"", ""other""], ""optional_params"": [""level"", ""fill_value"", ""axis""], ""description"": ""Return Equal to of series and other, element-wise (binary operator `eq`).""}]"
DS0266,Failed: Logic Error (Assertion failed),[]
DS0267,Failed: AttributeError: module 'pandas' has no attribute 'isclose',[]
DS0268,Failed: NameError: name 'ts' is not defined,"[{""api"": ""statsmodels.api.test"", ""type"": ""function"", ""required_params"": [], ""optional_params"": [""extra_args"", ""exit""], ""description"": ""Run the test suite""}]"
DS0269,Failed: Logic Error (Assertion failed),[]
DS0270,Failed: Logic Error (Assertion failed),[]
DS0271,Failed: Logic Error (Assertion failed),[]
DS0272,Failed: Logic Error (Assertion failed),[]
DS0273,Failed: Logic Error (Assertion failed),[]
DS0274,Failed: NameError: name 'result' is not defined,"[{""api"": ""nditer.reset"", ""type"": ""method"", ""belongs_to"": ""nditer"", ""required_params"": [], ""optional_params"": [], ""description"": ""reset()""}, {""api"": ""str_.rsplit"", ""type"": ""method"", ""belongs_to"": ""str_"", ""required_params"": [""self""], ""optional_params"": [""sep"", ""maxsplit""], ""description"": ""Return a list of the substrings in the string, using sep as the separator string.""}]"
DS0275,Failed: NameError: name 'result' is not defined,"[{""api"": ""nditer.reset"", ""type"": ""method"", ""belongs_to"": ""nditer"", ""required_params"": [], ""optional_params"": [], ""description"": ""reset()""}, {""api"": ""str_.rsplit"", ""type"": ""method"", ""belongs_to"": ""str_"", ""required_params"": [""self""], ""optional_params"": [""sep"", ""maxsplit""], ""description"": ""Return a list of the substrings in the string, using sep as the separator string.""}]"
DS0276,Passed,[]
DS0277,Passed,[]
DS0278,Failed: NameError: name 'sp' is not defined,"[{""api"": ""Subplot.spy"", ""type"": ""method"", ""belongs_to"": ""Subplot"", ""required_params"": [""self"", ""Z"", ""kwargs""], ""optional_params"": [""precision"", ""marker"", ""markersize"", ""aspect"", ""origin""], ""description"": ""Plot the sparsity pattern of a 2D array.""}, {""api"": ""Subplot.step"", ""type"": ""method"", ""belongs_to"": ""Subplot"", ""required_params"": [""self"", ""x"", ""y"", ""args"", ""kwargs""], ""optional_params"": [""where"", ""data""], ""description"": ""Make a step plot.""}]"
DS0279,Failed: NameError: name 'sp' is not defined,"[{""api"": ""Subplot.spy"", ""type"": ""method"", ""belongs_to"": ""Subplot"", ""required_params"": [""self"", ""Z"", ""kwargs""], ""optional_params"": [""precision"", ""marker"", ""markersize"", ""aspect"", ""origin""], ""description"": ""Plot the sparsity pattern of a 2D array.""}, {""api"": ""Subplot.step"", ""type"": ""method"", ""belongs_to"": ""Subplot"", ""required_params"": [""self"", ""x"", ""y"", ""args"", ""kwargs""], ""optional_params"": [""where"", ""data""], ""description"": ""Make a step plot.""}]"
DS0280,Failed: Logic Error (Assertion failed),[]
DS0281,Failed: Logic Error (Assertion failed),[]
DS0282,Failed: TypeError: DataFrame.set_axis() got an unexpected keyword argument 'inplace',"[{""api"": ""Series.set_axis"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self"", ""labels""], ""optional_params"": [""axis"", ""copy""], ""description"": ""Assign desired index to given axis.""}]"
DS0283,Failed: TypeError: DataFrame.set_axis() got an unexpected keyword argument 'inplace',"[{""api"": ""Series.set_axis"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self"", ""labels""], ""optional_params"": [""axis"", ""copy""], ""description"": ""Assign desired index to given axis.""}]"
DS0284,Failed: NameError: name 'result' is not defined,"[{""api"": ""nditer.reset"", ""type"": ""method"", ""belongs_to"": ""nditer"", ""required_params"": [], ""optional_params"": [], ""description"": ""reset()""}, {""api"": ""str_.rsplit"", ""type"": ""method"", ""belongs_to"": ""str_"", ""required_params"": [""self""], ""optional_params"": [""sep"", ""maxsplit""], ""description"": ""Return a list of the substrings in the string, using sep as the separator string.""}]"
DS0285,Failed: NameError: name 'result' is not defined,"[{""api"": ""nditer.reset"", ""type"": ""method"", ""belongs_to"": ""nditer"", ""required_params"": [], ""optional_params"": [], ""description"": ""reset()""}, {""api"": ""str_.rsplit"", ""type"": ""method"", ""belongs_to"": ""str_"", ""required_params"": [""self""], ""optional_params"": [""sep"", ""maxsplit""], ""description"": ""Return a list of the substrings in the string, using sep as the separator string.""}]"
DS0286,Failed: KeyError: 'frequent',[]
DS0287,"Failed: TypeError: agg function failed [how->mean,dtype->object]",[]
DS0288,"Failed: TypeError: can only concatenate str (not ""int"") to str",[]
DS0289,Passed,[]
DS0290,Passed,[]
DS0291,Passed,[]
DS0292,Failed: Logic Error (Assertion failed),[]
DS0293,Failed: AttributeError: 'numpy.ndarray' object has no attribute 'fillna',[]
DS0294,Failed: Logic Error (Assertion failed),[]
DS0295,Passed,[]
DS0296,Failed: Logic Error (Assertion failed),[]
DS0297,Passed,[]
DS0298,Failed: Logic Error (Assertion failed),[]
DS0299,Failed: Logic Error (Assertion failed),[]
DS0300,Passed,[]
DS0301,Passed,[]
DS0302,Passed,[]
DS0303,Failed: ValueError: cannot reshape array of size 7 into shape (2),[]
DS0304,Failed: ValueError: cannot reshape array of size 1 into shape (2),[]
DS0305,Failed: Logic Error (Assertion failed),[]
DS0306,Failed: Logic Error (Assertion failed),[]
DS0307,Failed: Logic Error (Assertion failed),[]
DS0308,Failed: Logic Error (Assertion failed),[]
DS0309,Passed,[]
DS0310,Passed,[]
DS0311,Failed: Logic Error (Assertion failed),[]
DS0312,Failed: Logic Error (Assertion failed),[]
DS0313,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0314,Passed,[]
DS0315,Failed: NameError: name 'z' is not defined,[]
DS0316,Failed: Logic Error (Assertion failed),[]
DS0317,Passed,[]
DS0318,Failed: Logic Error (Assertion failed),[]
DS0319,Failed: IndexError: index 2 is out of bounds for axis 2 with size 2,[]
DS0320,Passed,[]
DS0321,Passed,[]
DS0322,Failed: Logic Error (Assertion failed),[]
DS0323,Passed,[]
DS0324,Passed,[]
DS0325,Failed: Logic Error (Assertion failed),[]
DS0326,Passed,[]
DS0327,Passed,[]
DS0328,Failed: Logic Error (Assertion failed),[]
DS0329,Failed: Logic Error (Assertion failed),[]
DS0330,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0331,Passed,[]
DS0332,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0333,Failed: Logic Error (Assertion failed),[]
DS0334,Passed,[]
DS0335,Passed,[]
DS0336,Failed: Logic Error (Assertion failed),[]
DS0337,Failed: Logic Error (Assertion failed),[]
DS0338,Failed: Logic Error (Assertion failed),[]
DS0339,Failed: Logic Error (Assertion failed),[]
DS0340,Passed,[]
DS0341,Passed,[]
DS0342,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0343,Passed,[]
DS0344,Passed,[]
DS0345,Failed: Logic Error (Assertion failed),[]
DS0346,Failed: Logic Error (Assertion failed),[]
DS0347,Failed: Logic Error (Assertion failed),[]
DS0348,Failed: IndexError: tuple index out of range,[]
DS0349,Failed: Logic Error (Assertion failed),[]
DS0350,Failed: TypeError: ttest_ind() got an unexpected keyword argument 'weights',[]
DS0351,Failed: NameError: name 'p_value' is not defined,"[{""api"": ""TimedeltaIndex._map_values"", ""type"": ""method"", ""belongs_to"": ""TimedeltaIndex"", ""required_params"": [""self"", ""mapper""], ""optional_params"": [""na_action"", ""convert""], ""description"": ""An internal function that maps values using the input""}, {""api"": ""Series._set_value"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self"", ""label"", ""value""], ""optional_params"": [""takeable""], ""description"": ""Quickly set single value at passed label.""}]"
DS0352,Failed: TypeError: ttest_ind_from_stats() got an unexpected keyword argument 'var1',[]
DS0353,Failed: NameError: name 'output' is not defined,"[{""api"": ""HDFStore.put"", ""type"": ""method"", ""belongs_to"": ""HDFStore"", ""required_params"": [""self"", ""key"", ""value""], ""optional_params"": [""format"", ""index"", ""append"", ""complib"", ""complevel"", ""min_itemsize"", ""nan_rep"", ""data_columns"", ""encoding"", ""errors"", ""track_times"", ""dropna""], ""description"": ""Store object in HDFStore.""}, {""api"": ""seaborn.countplot"", ""type"": ""function"", ""required_params"": [""kwargs""], ""optional_params"": [""data"", ""x"", ""y"", ""hue"", ""order"", ""hue_order"", ""orient"", ""color"", ""palette"", ""saturation"", ""fill"", ""hue_norm"", ""stat"", ""width"", ""dodge"", ""gap"", ""log_scale"", ""native_scale"", ""formatter"", ""legend"", ""ax""], ""description"": ""Show the counts of observations in each categorical bin using bars.""}]"
DS0354,"Failed: ValueError: operands could not be broadcast together with shapes (0,) (7,) ",[]
DS0355,Failed: NameError: name 'c' is not defined,"[{""api"": ""matplotlib.pyplot.rc"", ""type"": ""function"", ""required_params"": [""group"", ""kwargs""], ""optional_params"": [], ""description"": ""Set the current `.rcParams`.  *group* is the grouping for the rc, e.g.,""}]"
DS0356,Failed: NameError: name 'c' is not defined,"[{""api"": ""matplotlib.pyplot.rc"", ""type"": ""function"", ""required_params"": [""group"", ""kwargs""], ""optional_params"": [], ""description"": ""Set the current `.rcParams`.  *group* is the grouping for the rc, e.g.,""}]"
DS0357,Failed: NameError: name 'c' is not defined,"[{""api"": ""matplotlib.pyplot.rc"", ""type"": ""function"", ""required_params"": [""group"", ""kwargs""], ""optional_params"": [], ""description"": ""Set the current `.rcParams`.  *group* is the grouping for the rc, e.g.,""}]"
DS0358,Passed,[]
DS0359,Failed: Logic Error (Assertion failed),[]
DS0360,Failed: Logic Error (Assertion failed),[]
DS0361,Failed: Logic Error (Assertion failed),[]
DS0362,Failed: NameError: name 'arr' is not defined,"[{""api"": ""Subplot.arrow"", ""type"": ""method"", ""belongs_to"": ""Subplot"", ""required_params"": [""self"", ""x"", ""y"", ""dx"", ""dy"", ""kwargs""], ""optional_params"": [], ""description"": ""[*Discouraged*] Add an arrow to the Axes.""}, {""api"": ""pandas.array"", ""type"": ""function"", ""required_params"": [""data""], ""optional_params"": [""dtype"", ""copy""], ""description"": ""Create an array.""}]"
DS0363,Failed: Logic Error (Assertion failed),[]
DS0364,Failed: Logic Error (Assertion failed),[]
DS0365,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0366,Failed: Logic Error (Assertion failed),[]
DS0367,Passed,[]
DS0368,Passed,[]
DS0369,Failed: AxisError: axis 1 is out of bounds for array of dimension 1,[]
DS0370,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0371,Failed: NameError: name 'z' is not defined,[]
DS0372,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0373,Failed: Logic Error (Assertion failed),[]
DS0374,Failed: Logic Error (Assertion failed),[]
DS0375,Failed: Logic Error (Assertion failed),[]
DS0376,Failed: Logic Error (Assertion failed),[]
DS0377,Failed: NameError: name 'a_np' is not defined,"[{""api"": ""Series._binop"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self"", ""other"", ""func""], ""optional_params"": [""level"", ""fill_value""], ""description"": ""Perform generic binary operation with optional fill value.""}]"
DS0378,Failed: NameError: name 'a_pt' is not defined,"[{""api"": ""ufunc.at"", ""type"": ""method"", ""belongs_to"": ""ufunc"", ""required_params"": [], ""optional_params"": [], ""description"": ""at(a, indices, b=None, /)""}, {""api"": ""Subplot.add_patch"", ""type"": ""method"", ""belongs_to"": ""Subplot"", ""required_params"": [""self"", ""p""], ""optional_params"": [], ""description"": ""Add a `.Patch` to the Axes; return the patch.""}]"
DS0379,Failed: NameError: name 'a_np' is not defined,"[{""api"": ""Series._binop"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self"", ""other"", ""func""], ""optional_params"": [""level"", ""fill_value""], ""description"": ""Perform generic binary operation with optional fill value.""}]"
DS0380,Passed,[]
DS0381,Passed,[]
DS0382,Passed,[]
DS0383,Failed: Logic Error (Assertion failed),[]
DS0384,Failed: Logic Error (Assertion failed),[]
DS0385,Failed: Logic Error (Assertion failed),[]
DS0386,Failed: Logic Error (Assertion failed),[]
DS0387,Failed: Logic Error (Assertion failed),[]
DS0388,Failed: Logic Error (Assertion failed),[]
DS0389,"Failed: ValueError: all the input arrays must have same number of dimensions, but the array at index 0 has 3 dimension(s) and the array at index 1 has 0 dimension(s)",[]
DS0390,Failed: Logic Error (Assertion failed),[]
DS0391,Failed: Logic Error (Assertion failed),[]
DS0392,Failed: Logic Error (Assertion failed),[]
DS0393,Passed,[]
DS0394,"Failed: SyntaxError: invalid syntax. Perhaps you forgot a comma? (<string>, line 1)",[]
DS0395,Failed: AttributeError: module 'numpy.random' has no attribute 'loguniform',[]
DS0396,Failed: AttributeError: module 'numpy.random' has no attribute 'loguniform',[]
DS0397,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0398,Failed: NameError: name 'B' is not defined,[]
DS0399,Failed: KeyError: -1,[]
DS0400,Passed,[]
DS0401,Passed,[]
DS0402,Failed: TypeError: only int indices permitted,[]
DS0403,Passed,[]
DS0404,Failed: NameError: name 'df' is not defined,"[{""api"": ""ZeroInflatedPoisson.pdf"", ""type"": ""method"", ""belongs_to"": ""ZeroInflatedPoisson"", ""required_params"": [""self"", ""X""], ""optional_params"": [], ""description"": ""The probability density (mass) function of the model.""}, {""api"": ""ZeroInflatedPoisson.cdf"", ""type"": ""method"", ""belongs_to"": ""ZeroInflatedPoisson"", ""required_params"": [""self"", ""X""], ""optional_params"": [], ""description"": ""The cumulative distribution function of the model.""}]"
DS0405,Passed,[]
DS0406,Failed: Logic Error (Assertion failed),[]
DS0407,Failed: ValueError: 'list' argument must have no negative elements,[]
DS0408,Failed: Logic Error (Assertion failed),[]
DS0409,Failed: NameError: name 'elementwise_function' is not defined,[]
DS0410,Failed: ValueError: a must be 1-dimensional,[]
DS0411,Failed: Logic Error (Assertion failed),[]
DS0412,Passed,[]
DS0413,Passed,[]
DS0414,Failed: NameError: name 'bin_data_mean' is not defined,"[{""api"": ""BayesGaussMI.update_mean"", ""type"": ""method"", ""belongs_to"": ""BayesGaussMI"", ""required_params"": [""self""], ""optional_params"": [], ""description"": ""Gibbs update of the mean vector.""}, {""api"": ""seaborn.get_data_home"", ""type"": ""function"", ""required_params"": [], ""optional_params"": [""data_home""], ""description"": ""Return a path to the cache directory for example datasets.""}]"
DS0415,Failed: NameError: name 'bin_data_max' is not defined,[]
DS0416,Failed: NameError: name 'bin_data_mean' is not defined,"[{""api"": ""BayesGaussMI.update_mean"", ""type"": ""method"", ""belongs_to"": ""BayesGaussMI"", ""required_params"": [""self""], ""optional_params"": [], ""description"": ""Gibbs update of the mean vector.""}, {""api"": ""seaborn.get_data_home"", ""type"": ""function"", ""required_params"": [], ""optional_params"": [""data_home""], ""description"": ""Return a path to the cache directory for example datasets.""}]"
DS0417,Failed: NameError: name 'bin_data_mean' is not defined,"[{""api"": ""BayesGaussMI.update_mean"", ""type"": ""method"", ""belongs_to"": ""BayesGaussMI"", ""required_params"": [""self""], ""optional_params"": [], ""description"": ""Gibbs update of the mean vector.""}, {""api"": ""seaborn.get_data_home"", ""type"": ""function"", ""required_params"": [], ""optional_params"": [""data_home""], ""description"": ""Return a path to the cache directory for example datasets.""}]"
DS0418,Failed: NameError: name 'bin_data_mean' is not defined,"[{""api"": ""BayesGaussMI.update_mean"", ""type"": ""method"", ""belongs_to"": ""BayesGaussMI"", ""required_params"": [""self""], ""optional_params"": [], ""description"": ""Gibbs update of the mean vector.""}, {""api"": ""seaborn.get_data_home"", ""type"": ""function"", ""required_params"": [], ""optional_params"": [""data_home""], ""description"": ""Return a path to the cache directory for example datasets.""}]"
DS0419,Failed: NameError: name 'bin_data_mean' is not defined,"[{""api"": ""BayesGaussMI.update_mean"", ""type"": ""method"", ""belongs_to"": ""BayesGaussMI"", ""required_params"": [""self""], ""optional_params"": [], ""description"": ""Gibbs update of the mean vector.""}, {""api"": ""seaborn.get_data_home"", ""type"": ""function"", ""required_params"": [], ""optional_params"": [""data_home""], ""description"": ""Return a path to the cache directory for example datasets.""}]"
DS0420,Failed: NameError: name 'smoothclamp' is not defined,"[{""api"": ""RecursiveLS.smooth"", ""type"": ""method"", ""belongs_to"": ""RecursiveLS"", ""required_params"": [""self"", ""kwargs""], ""optional_params"": [""return_ssm""], ""description"": ""Kalman smoothing""}]"
DS0421,Failed: NameError: name 'smoothclamp' is not defined,"[{""api"": ""RecursiveLS.smooth"", ""type"": ""method"", ""belongs_to"": ""RecursiveLS"", ""required_params"": [""self"", ""kwargs""], ""optional_params"": [""return_ssm""], ""description"": ""Kalman smoothing""}]"
DS0422,Failed: Logic Error (Assertion failed),[]
DS0423,Failed: Logic Error (Assertion failed),[]
DS0424,Failed: Logic Error (Assertion failed),[]
DS0425,Failed: AxisError: axis 1 is out of bounds for array of dimension 1,[]
DS0426,Failed: AxisError: axis 1 is out of bounds for array of dimension 1,[]
DS0427,Failed: AxisError: axis 1 is out of bounds for array of dimension 1,[]
DS0428,Passed,[]
DS0429,Passed,[]
DS0430,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0431,Passed,[]
DS0432,Failed: NameError: name 'prob' is not defined,"[{""api"": ""Series.prod"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self"", ""kwargs""], ""optional_params"": [""axis"", ""skipna"", ""numeric_only"", ""min_count""], ""description"": ""Return the product of the values over the requested axis.""}, {""api"": ""ProbPlot.probplot"", ""type"": ""method"", ""belongs_to"": ""ProbPlot"", ""required_params"": [""self"", ""plotkwargs""], ""optional_params"": [""xlabel"", ""ylabel"", ""line"", ""exceed"", ""ax""], ""description"": ""Plot of unscaled quantiles of x against the prob of a distribution.""}]"
DS0433,Failed: Logic Error (Assertion failed),[]
DS0434,Failed: Logic Error (Assertion failed),[]
DS0435,Failed: Logic Error (Assertion failed),[]
DS0436,Failed: NameError: name 'mask' is not defined,"[{""api"": ""Series.mask"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self"", ""cond""], ""optional_params"": [""other"", ""inplace"", ""axis"", ""level""], ""description"": ""Replace values where the condition is True.""}, {""api"": ""TimedeltaIndex.putmask"", ""type"": ""method"", ""belongs_to"": ""TimedeltaIndex"", ""required_params"": [""self"", ""mask"", ""value""], ""optional_params"": [], ""description"": ""Return a new Index of the values set with the mask.""}]"
DS0437,Failed: NameError: name 'mask' is not defined,"[{""api"": ""Series.mask"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self"", ""cond""], ""optional_params"": [""other"", ""inplace"", ""axis"", ""level""], ""description"": ""Replace values where the condition is True.""}, {""api"": ""TimedeltaIndex.putmask"", ""type"": ""method"", ""belongs_to"": ""TimedeltaIndex"", ""required_params"": [""self"", ""mask"", ""value""], ""optional_params"": [], ""description"": ""Return a new Index of the values set with the mask.""}]"
DS0438,Passed,[]
DS0439,Failed: Logic Error (Assertion failed),[]
DS0440,"Failed: ValueError: operand has more dimensions than subscripts given in einstein sum, but no '...' ellipsis provided to broadcast the extra dimensions.",[]
DS0441,Failed: NameError: name 'is_contained' is not defined,"[{""api"": ""RecursiveLS.fit_constrained"", ""type"": ""method"", ""belongs_to"": ""RecursiveLS"", ""required_params"": [""self"", ""constraints"", ""fit_kwds""], ""optional_params"": [""start_params""], ""description"": ""Fit the model with some parameters subject to equality constraints.""}, {""api"": ""Subplot.add_container"", ""type"": ""method"", ""belongs_to"": ""Subplot"", ""required_params"": [""self"", ""container""], ""optional_params"": [], ""description"": ""Add a `.Container` to the Axes' containers; return the container.""}]"
DS0442,Failed: Logic Error (Assertion failed),[]
DS0443,Failed: Logic Error (Assertion failed),[]
DS0444,Failed: Logic Error (Assertion failed),[]
DS0445,Failed: TypeError: bad operand type for unary -: 'list',[]
DS0446,Failed: Logic Error (Assertion failed),[]
DS0447,"Failed: IndentationError: expected an indented block after function definition on line 5 (<string>, line 6)",[]
DS0448,Passed,[]
DS0449,Passed,[]
DS0450,Failed: NameError: name 'A' is not defined,[]
DS0451,Failed: NameError: name 'arr' is not defined,"[{""api"": ""Subplot.arrow"", ""type"": ""method"", ""belongs_to"": ""Subplot"", ""required_params"": [""self"", ""x"", ""y"", ""dx"", ""dy"", ""kwargs""], ""optional_params"": [], ""description"": ""[*Discouraged*] Add an arrow to the Axes.""}, {""api"": ""pandas.array"", ""type"": ""function"", ""required_params"": [""data""], ""optional_params"": [""dtype"", ""copy""], ""description"": ""Create an array.""}]"
DS0452,Failed: Logic Error (Assertion failed),[]
DS0453,Passed,[]
DS0454,Passed,[]
DS0455,"Failed: TypeError: Choicelist and default value do not have a common dtype: The DType <class 'numpy.dtypes.StrDType'> could not be promoted by <class 'numpy.dtypes._PyFloatDType'>. This means that no common DType exists for the given inputs. For example they cannot be stored in a single array unless the dtype is `object`. The full list of DTypes is: (<class 'numpy.dtypes.StrDType'>, <class 'numpy.dtypes._PyFloatDType'>)",[]
DS0456,Failed: Logic Error (Assertion failed),[]
DS0457,Passed,[]
DS0458,Failed: Logic Error (Assertion failed),[]
DS0459,Failed: AttributeError: 'list' object has no attribute 'mean',[]
DS0460,Failed: AttributeError: 'list' object has no attribute 'mean',[]
DS0461,Failed: AttributeError: 'list' object has no attribute 'mean',[]
DS0462,Failed: Logic Error (Assertion failed),[]
DS0463,Failed: AttributeError: 'numpy.ndarray' object has no attribute 'unique',[]
DS0464,Failed: NameError: name 'df' is not defined,"[{""api"": ""ZeroInflatedPoisson.pdf"", ""type"": ""method"", ""belongs_to"": ""ZeroInflatedPoisson"", ""required_params"": [""self"", ""X""], ""optional_params"": [], ""description"": ""The probability density (mass) function of the model.""}, {""api"": ""ZeroInflatedPoisson.cdf"", ""type"": ""method"", ""belongs_to"": ""ZeroInflatedPoisson"", ""required_params"": [""self"", ""X""], ""optional_params"": [], ""description"": ""The cumulative distribution function of the model.""}]"
DS0465,"Failed: IndentationError: expected an indented block after function definition on line 5 (<string>, line 6)",[]
DS0466,Failed: Logic Error (Assertion failed),[]
DS0467,Failed: TypeError: arange: scalar arguments expected instead of a tuple.,[]
DS0468,Failed: TypeError: arange: scalar arguments expected instead of a tuple.,[]
DS0469,Failed: Logic Error (Assertion failed),[]
DS0470,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0471,Passed,[]
DS0472,Passed,[]
DS0473,Passed,[]
DS0474,Failed: Logic Error (Assertion failed),[]
DS0475,"Failed: NotImplementedError: `interp2d` has been removed in SciPy 1.14.0.

For legacy code, nearly bug-for-bug compatible replacements are
`RectBivariateSpline` on regular grids, and `bisplrep`/`bisplev` for
scattered 2D data.

In new code, for regular grids use `RegularGridInterpolator` instead.
For scattered data, prefer `LinearNDInterpolator` or
`CloughTocher2DInterpolator`.

For more details see
https://scipy.github.io/devdocs/tutorial/interpolate/interp_transition_guide.html
",[]
DS0476,Failed: NameError: name 'df' is not defined,"[{""api"": ""ZeroInflatedPoisson.pdf"", ""type"": ""method"", ""belongs_to"": ""ZeroInflatedPoisson"", ""required_params"": [""self"", ""X""], ""optional_params"": [], ""description"": ""The probability density (mass) function of the model.""}, {""api"": ""ZeroInflatedPoisson.cdf"", ""type"": ""method"", ""belongs_to"": ""ZeroInflatedPoisson"", ""required_params"": [""self"", ""X""], ""optional_params"": [], ""description"": ""The cumulative distribution function of the model.""}]"
DS0477,Failed: Logic Error (Assertion failed),[]
DS0478,Failed: Logic Error (Assertion failed),[]
DS0479,Passed,[]
DS0480,Failed: IndexError: index 0 is out of bounds for axis 0 with size 0,[]
DS0481,Passed,[]
DS0482,Failed: Logic Error (Assertion failed),[]
DS0483,Failed: TypeError: vander() got an unexpected keyword argument 'n',[]
DS0484,Failed: NameError: name 'temp_df' is not defined,"[{""api"": ""Series.to_hdf"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self"", ""path_or_buf"", ""key""], ""optional_params"": [""mode"", ""complevel"", ""complib"", ""append"", ""format"", ""index"", ""min_itemsize"", ""nan_rep"", ""dropna"", ""data_columns"", ""errors"", ""encoding""], ""description"": ""Write the contained data to an HDF5 file using HDFStore.""}, {""api"": ""ZeroInflatedPoisson.pdf"", ""type"": ""method"", ""belongs_to"": ""ZeroInflatedPoisson"", ""required_params"": [""self"", ""X""], ""optional_params"": [], ""description"": ""The probability density (mass) function of the model.""}]"
DS0485,"Failed: ValueError: operands could not be broadcast together with remapped shapes [original->remapped]: (5,6,3)->(5,newaxis,3,6) (3,3)->(3,newaxis,3) ",[]
DS0486,Failed: Logic Error (Assertion failed),[]
DS0487,Passed,[]
